geoid,gisjoin,state_fips,state_name,state_abbr,county_name,county_fips,tract_fips,area_km2,centroid_x,very_low_mf_own_hh,very_low_mf_rent_hh,very_low_sf_own_hh,very_low_sf_rent_hh,low_mf_own_hh,low_mf_rent_hh,low_sf_own_hh,low_sf_rent_hh,mod_mf_own_hh,mod_mf_rent_hh,mod_sf_own_hh,mod_sf_rent_hh,mid_mf_own_hh,mid_mf_rent_hh,mid_sf_own_hh,mid_sf_rent_hh,high_mf_own_hh,high_mf_rent_hh,high_sf_own_hh,high_sf_rent_hh,very_low_mf_own_bldg_cnt,very_low_mf_rent_bldg_cnt,high_sf_rent_elep_hh,company_na,company_ty,avg_monthly_consumption_kwh,avg_monthly_bill_dlrs,dlrs_kwh,avg_pbi_usd_p_kwh,avg_cbi_usd_p_w,avg_ibi_pct,hh_size_1,hh_size_2,hh_size_3,hh_size_4,fam_med_income,hh_med_income,hh_gini_index,pop_over_65,pop_under_18,hu_monthly_owner_costs_lessthan_1000dlrs,hu_monthly_owner_costs_greaterthan_1000dlrs,hu_own,hu_rent,hu_vintage_2010toafter,hu_vintage_2000to2009,hu_vintage_1980to1999,hu_vintage_1960to1970,hu_vintage_1940to1959,hu_vintage_1939toearlier,climate_zone_description,locale
53033022006,G5300330022006,53,Washington,WA,King County,33,22006,1.408908306,-122.1992671,4,102,33,39,9,78,58,30,5,100,121,31,8,114,177,30,58,150,469,40,0.4763,12.1889,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,649,579,208,264,100304,81056,0.4264,629,769,218,854,861,1381,72,132,602,829,50,15,Mixed,Suburban - Large
53033022102,G5300330022102,53,Washington,WA,King County,33,22102,4.672942256,-122.2259007,6,54,32,33,12,104,92,38,11,78,112,30,22,133,225,54,79,232,823,70,0.7615,5.2728,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,533,720,361,680,116120,96863,0.3487,545,1814,333,1538,1558,982,46,334,1326,410,105,73,Mixed,Suburban - Large
53053071307,G5300530071307,53,Washington,WA,Pierce County,53,71307,5.218519368,-122.3360428,1,67,50,39,1,36,72,45,3,99,149,61,1,82,179,54,10,93,496,58,1.1545,9.2012,118.314845,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,398,633,271,423,62500,59583,0.3535,542,1343,307,779,833,1722,17,368,499,652,189,0,Mixed,Suburban - Large
53033022201,G5300330022201,53,Washington,WA,King County,33,22201,2.290374044,-122.2320468,6,98,54,60,4,74,64,26,13,95,121,31,22,101,163,34,55,168,451,41,1.4077,9.7582,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,418,572,298,426,95270,78409,0.3761,495,1007,258,916,954,1191,0,86,468,1086,51,23,Mixed,Suburban - Large
53033022202,G5300330022202,53,Washington,WA,King County,33,22202,2.613880276,-122.2143321,8,145,70,42,13,161,120,42,14,150,178,47,33,250,368,94,114,305,979,83,1.5837,14.9396,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,995,1231,426,636,106691,82009,0.3724,805,1405,385,1420,1382,3029,15,508,1075,1641,25,24,Mixed,Suburban - Large
53033022500,G5300330022500,53,Washington,WA,King County,33,22500,3.737442158,-122.1920911,12,194,92,56,10,141,130,48,21,191,187,63,25,144,301,43,173,366,1378,110,2.7261,18.1124,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,1670,1388,320,392,136831,100584,0.4695,1089,1242,347,1899,1722,2317,104,639,1712,967,280,68,Mixed,Suburban - Large
53033022603,G5300330022603,53,Washington,WA,King County,33,22603,2.909387807,-122.172987,4,116,52,29,11,76,78,25,10,134,113,41,14,99,161,22,115,266,801,63,1.5561,10.634,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,662,783,340,487,117712,104382,0.4737,640,1196,284,1175,1182,2139,80,486,865,607,185,49,Mixed,Suburban - Large
53033022604,G5300330022604,53,Washington,WA,King County,33,22604,2.955139016,-122.1740017,5,56,20,24,4,35,48,21,14,103,105,30,9,108,169,34,82,186,585,56,0.7681,7.0555,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,334,658,310,434,106736,94222,0.3925,414,1026,352,926,916,1326,34,241,557,635,188,81,Mixed,Suburban - Large
53033022605,G5300330022605,53,Washington,WA,King County,33,22605,4.727295736,-122.1557461,7,163,73,49,6,118,90,34,12,187,153,55,33,182,285,63,79,191,648,54,1.2934,12.6809,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,826,831,338,543,87379,68636,0.4177,285,1136,107,776,730,3883,0,326,1604,549,49,10,Mixed,City - Small
53033022801,G5300330022801,53,Washington,WA,King County,33,22801,4.865277202,-122.153221,12,232,142,94,8,133,97,40,16,137,165,64,38,250,393,75,156,370,1197,92,1.403,24.3564,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,1150,1375,795,482,100485,88160,0.5127,772,1492,453,901,855,5302,14,155,1615,1906,75,37,Mixed,City - Midsize
53033022802,G5300330022802,53,Washington,WA,King County,33,22802,2.655976735,-122.1350055,5,98,39,20,6,83,68,20,5,56,65,20,18,111,190,38,89,223,763,68,1.0177,9.2439,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,617,658,467,304,133417,101184,0.4008,551,1057,455,952,999,1400,25,169,884,910,58,0,Mixed,City - Small
53033022803,G5300330022803,53,Washington,WA,King County,33,22803,4.772677869,-122.1312715,5,138,65,54,5,87,80,28,11,72,66,28,11,76,167,36,98,239,791,72,1.4892,15.5738,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,623,650,380,512,111111,96908,0.4582,433,1193,80,509,444,3661,34,521,1290,302,9,9,Mixed,City - Small
53033022902,G5300330022902,53,Washington,WA,King County,33,22902,5.101407051,-122.100252,5,79,42,31,5,48,38,21,9,67,92,24,20,103,206,31,125,298,976,72,1.3443,8.9704,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,479,765,455,648,143934,120731,0.4217,971,1704,360,1267,1186,1507,13,58,637,1604,35,0,Mixed,City - Small
53033023000,G5300330023000,53,Washington,WA,King County,33,23000,5.849616007,-122.1011611,3,48,16,17,3,43,40,20,9,89,98,34,18,114,167,24,83,192,716,39,0.5408,4.7975,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,267,741,370,449,111597,104013,0.4294,962,982,517,1125,1147,552,0,30,204,1419,163,11,Mixed,City - Midsize
53033023100,G5300330023100,53,Washington,WA,King County,33,23100,5.197072154,-122.1073344,2,33,16,12,4,48,48,21,8,60,80,23,22,100,182,35,55,121,456,21,0.7236,3.5212,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,246,458,225,445,97196,92283,0.4586,754,976,242,785,750,1007,8,50,229,690,397,0,Mixed,Suburban - Large
53033023300,G5300330023300,53,Washington,WA,King County,33,23300,3.838415718,-122.1284364,4,157,89,71,4,107,92,34,7,121,145,49,26,137,218,45,84,168,608,58,2.1607,15.2357,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,556,641,462,607,88202,76500,0.482,882,1286,604,1140,1143,1747,0,53,187,999,965,62,Mixed,City - Midsize
53033029502,G5300330029502,53,Washington,WA,King County,33,29502,4.346229589,-122.1753939,5,118,46,45,7,74,67,35,11,104,139,47,27,144,218,38,75,185,545,64,1.6041,12.7738,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,281,389,596,773,77313,76295,0.3629,606,1773,375,1195,1216,1722,120,408,905,446,130,30,Mixed,City - Midsize
53033023401,G5300330023401,53,Washington,WA,King County,33,23401,3.741223218,-122.1467327,5,108,53,32,2,57,56,15,9,101,88,28,15,101,171,30,45,131,380,24,1.2672,9.9885,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,434,562,210,274,95179,71269,0.425,476,690,170,661,646,1390,8,70,378,640,384,0,Mixed,City - Midsize
53033023403,G5300330023403,53,Washington,WA,King County,33,23403,5.281084609,-122.1131856,2,71,22,33,7,63,46,26,8,57,63,12,14,93,172,32,67,152,560,42,0.6309,8.1735,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,336,591,280,373,122443,93387,0.4615,765,819,278,927,810,901,44,42,560,718,154,62,Mixed,City - Midsize
53033023404,G5300330023404,53,Washington,WA,King County,33,23404,3.682892708,-122.0867538,1,18,8,1,2,12,13,7,1,24,27,8,4,42,82,11,75,153,581,47,0.2762,1.9002,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,165,402,209,375,152138,146875,0.3628,314,828,181,815,733,443,35,16,377,657,15,51,Mixed,Suburban - Large
53033023500,G5300330023500,53,Washington,WA,King County,33,23500,2.273133075,-122.1728601,4,55,29,12,4,45,35,9,4,67,60,20,10,64,118,19,72,151,550,58,0.5758,6.5932,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,342,494,216,365,130039,110568,0.4215,596,768,346,753,715,720,10,152,253,656,331,15,Mixed,City - Midsize
53033023601,G5300330023601,53,Washington,WA,King County,33,23601,4.602339257,-122.1719131,9,105,58,32,11,68,84,37,6,95,102,28,13,106,151,31,63,152,476,43,2.1849,9.5695,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,544,669,262,230,102946,78155,0.452,561,729,289,608,627,1845,20,157,590,732,206,0,Mixed,City - Midsize
53033023603,G5300330023603,53,Washington,WA,King County,33,23603,2.028189907,-122.1508058,9,156,74,64,3,57,67,31,6,94,112,36,22,159,288,56,100,233,715,60,2.1978,13.9312,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,574,808,453,564,87500,87236,0.4331,594,1255,105,541,476,4170,44,184,776,1296,75,24,Mixed,City - Midsize
53033023604,G5300330023604,53,Washington,WA,King County,33,23604,2.939202415,-122.1539503,11,142,76,60,14,124,80,39,10,132,170,51,40,205,267,51,69,230,584,54,4.1158,15.4544,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,673,911,270,603,78636,72383,0.4584,894,1307,324,671,628,3623,56,146,1176,837,208,34,Mixed,City - Midsize
53033030005,G5300330030005,53,Washington,WA,King County,33,30005,2.179297007,-122.3027891,5,149,75,71,10,170,118,57,13,157,138,40,23,157,209,55,28,72,221,14,1.392,17.5218,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,391,498,363,568,50698,48942,0.3746,532,1476,559,603,701,2138,0,117,523,1009,171,0,Mixed,Suburban - Large
53033023700,G5300330023700,53,Washington,WA,King County,33,23700,7.548944837,-122.1737002,3,78,34,36,11,44,50,16,6,68,71,24,17,123,174,27,91,138,602,47,0.9215,9.0265,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,396,659,296,350,126641,96268,0.478,557,894,193,938,859,1449,0,65,662,838,136,0,Mixed,City - Midsize
53033023801,G5300330023801,53,Washington,WA,King County,33,23801,3.723110417,-122.1886983,0,86,37,28,3,39,52,21,6,54,60,19,5,60,92,13,50,114,349,35,1.0632,8.0401,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,467,417,157,103,102583,97674,0.4679,236,426,131,419,391,989,53,144,413,318,209,7,Mixed,City - Midsize
53033024000,G5300330024000,53,Washington,WA,King County,33,24000,4.681563359,-122.2029972,9,172,75,55,11,134,121,61,11,116,118,30,30,145,238,51,151,375,1300,96,1.3942,17.0839,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,1186,963,516,712,143447,107479,0.5097,1185,1712,394,1490,1260,3342,64,285,960,977,949,142,Mixed,City - Midsize
53033024200,G5300330024200,53,Washington,WA,King County,33,24200,3.734833199,-122.2338539,0,38,17,23,0,13,13,8,1,35,24,8,13,32,39,13,65,121,555,38,0.5379,3.5722,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,160,374,160,388,209643,175625,0.5325,568,961,93,903,553,298,12,139,199,408,259,65,Mixed,Suburban - Large
53033024300,G5300330024300,53,Washington,WA,King County,33,24300,4.071784783,-122.2388577,12,304,123,100,12,144,104,56,16,141,129,39,19,124,225,32,167,375,1416,101,1.3825,27.0267,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,1313,1291,597,524,127083,103178,0.5074,1657,1738,460,1744,1416,2877,83,873,686,1279,690,114,Mixed,Suburban - Large
53033030006,G5300330030006,53,Washington,WA,King County,33,30006,2.15407348,-122.304391,15,362,156,116,7,176,108,54,15,122,86,29,15,70,90,29,16,44,92,8,2.3032,36.8024,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,605,541,228,268,30724,27635,0.4958,671,784,91,158,169,3170,63,47,919,508,59,46,Mixed,Suburban - Large
53033024400,G5300330024400,53,Washington,WA,King County,33,24400,1.627679302,-122.2179161,4,72,32,42,3,38,43,12,9,93,99,32,14,109,149,27,44,92,303,20,0.9347,10.3135,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,555,418,110,188,102333,69583,0.4926,606,557,154,289,235,1458,17,285,200,242,443,84,Mixed,Suburban - Large
53033024500,G5300330024500,53,Washington,WA,King County,33,24500,3.785636331,-122.2196254,2,48,16,16,2,19,24,13,3,47,47,16,10,34,84,12,105,207,884,67,0.1082,3.8079,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,161,675,331,545,186500,167361,0.5001,923,1371,199,1267,1119,737,9,111,220,799,520,53,Mixed,Suburban - Large
53033024601,G5300330024601,53,Washington,WA,King County,33,24601,4.016913117,-122.2238021,2,42,18,14,2,26,19,14,3,27,39,10,2,43,92,14,117,191,843,59,0.3727,4.1997,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,172,692,306,446,183636,175132,0.4511,941,1227,342,1208,966,193,12,91,254,1017,235,7,Mixed,Suburban - Large
53033024602,G5300330024602,53,Washington,WA,King County,33,24602,2.871795732,-122.2267974,0,13,3,5,1,14,17,6,0,18,21,6,7,33,68,12,73,156,732,42,0.2698,1.2803,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,127,461,163,508,202895,195156,0.4176,587,1106,164,1068,866,111,10,108,388,674,71,8,Mixed,Suburban - Large
53033024701,G5300330024701,53,Washington,WA,King County,33,24701,2.73926604,-122.1808587,6,65,32,21,6,61,62,28,12,76,74,22,13,88,135,31,61,128,444,22,0.921,7.6099,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,283,498,247,388,84583,83712,0.3986,499,945,380,573,662,1225,27,74,218,686,392,19,Mixed,City - Midsize
53033024800,G5300330024800,53,Washington,WA,King County,33,24800,3.775625162,-122.1521005,4,171,74,69,13,111,99,32,10,117,137,34,26,124,203,38,68,168,541,42,0.9229,16.9567,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,642,602,354,525,73598,68042,0.4031,735,1403,386,784,809,2656,0,129,629,591,748,26,Mixed,City - Midsize
53033024901,G5300330024901,53,Washington,WA,King County,33,24901,3.183751027,-122.1575186,5,29,24,10,3,34,28,12,5,42,57,11,12,55,131,20,102,218,831,72,0.7467,2.7901,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,166,671,370,538,139279,135625,0.4278,853,1276,395,1220,1131,372,0,68,304,1295,70,8,Mixed,City - Midsize
53033024902,G5300330024902,53,Washington,WA,King County,33,24902,2.029988575,-122.1337179,2,36,14,8,1,37,35,9,7,54,71,19,19,87,135,39,73,119,510,43,0.3745,3.8394,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,202,501,257,392,125778,102616,0.4192,449,877,265,823,801,688,0,114,236,824,178,0,Mixed,City - Midsize
53033024903,G5300330024903,53,Washington,WA,King County,33,24903,4.963596699,-122.1412592,4,61,26,21,1,25,16,9,10,52,65,19,7,73,144,32,148,276,1095,80,1.6614,4.6926,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,142,803,438,841,154667,152458,0.4226,809,1700,393,1621,1384,693,0,95,1534,517,65,13,Mixed,City - Midsize
53033025003,G5300330025003,53,Washington,WA,King County,33,25003,6.352429756,-122.1081036,1,51,27,10,3,46,38,26,6,97,85,26,25,120,221,42,150,287,1131,99,0.2733,3.8484,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,310,1109,401,729,152500,126089,0.4634,763,1500,210,1583,1307,1806,77,324,1918,182,16,32,Mixed,City - Midsize
53033025005,G5300330025005,53,Washington,WA,King County,33,25005,7.684818873,-122.146688,2,73,33,30,7,76,63,23,8,46,58,22,12,92,167,29,109,172,758,52,1.4221,6.5713,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,505,683,171,504,159958,103229,0.4658,478,1129,205,1127,1073,933,79,756,950,63,15,0,Mixed,Suburban - Large
53033025101,G5300330025101,53,Washington,WA,King County,33,25101,2.935513102,-122.1549956,5,123,57,35,8,71,61,32,10,84,92,32,30,141,245,34,74,159,672,61,1.8033,11.502,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,431,736,260,641,105563,81676,0.4407,534,1478,273,1120,1134,1465,131,153,594,1066,111,13,Mixed,City - Small
53033025102,G5300330025102,53,Washington,WA,King County,33,25102,6.232166387,-122.1407244,7,95,52,41,7,120,80,23,6,99,115,29,20,147,253,45,156,318,1012,68,2.182,9.136,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,343,950,769,683,115532,104469,0.3534,703,2174,291,1676,1665,2080,171,1276,642,497,120,39,Mixed,Suburban - Large
53033025200,G5300330025200,53,Washington,WA,King County,33,25200,4.545400778,-122.1827449,12,265,122,104,12,132,96,60,15,118,170,59,35,212,371,74,111,274,839,83,2.4821,24.128,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,890,1147,490,701,79327,75109,0.4595,911,1704,691,1394,1477,2957,66,527,1162,860,404,209,Mixed,City - Small
53033025301,G5300330025301,53,Washington,WA,King County,33,25301,3.814120638,-122.2013553,9,144,72,63,10,103,92,42,14,134,168,65,27,199,384,85,78,291,610,58,2.2999,14.8422,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,1130,916,376,284,84479,77278,0.3979,712,879,241,703,673,2977,305,623,607,436,351,384,Mixed,City - Small
53033025302,G5300330025302,53,Washington,WA,King County,33,25302,3.981955957,-122.2119847,15,452,206,154,14,233,175,67,18,142,112,44,20,146,177,56,49,116,315,39,4.6301,39.9826,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,1439,669,156,350,47100,34471,0.5071,847,950,61,227,210,4664,138,720,705,451,327,273,Mixed,City - Small
53033025400,G5300330025400,53,Washington,WA,King County,33,25400,2.301452824,-122.1839109,15,270,137,100,16,206,169,81,23,289,292,95,43,219,275,59,45,149,368,34,4.5256,29.6035,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,940,956,330,716,50819,47773,0.3926,393,1606,257,587,654,5215,44,311,845,752,961,29,Mixed,City - Small
53033025601,G5300330025601,53,Washington,WA,King County,33,25601,2.894099046,-122.174869,4,127,74,42,12,98,114,46,15,187,151,50,25,144,186,37,52,140,400,48,1.0067,11.4406,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,598,628,331,441,70938,60833,0.3986,389,1216,490,781,904,1856,43,665,559,573,131,27,Mixed,City - Small
53033025602,G5300330025602,53,Washington,WA,King County,33,25602,5.204948671,-122.1488811,1,45,22,15,7,51,55,15,4,75,88,26,16,101,190,43,102,231,816,72,0.2768,4.4993,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,336,532,426,732,115650,105446,0.3151,777,1756,441,1461,1525,443,150,794,187,665,193,37,Mixed,Suburban - Large
53033025701,G5300330025701,53,Washington,WA,King County,33,25701,3.778559116,-122.1913868,14,276,125,88,20,168,151,66,24,249,291,84,41,232,272,61,52,109,290,25,2.7757,27.6824,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,1191,797,374,322,58760,47219,0.4157,676,1060,217,724,824,3346,0,469,1044,827,266,78,Mixed,City - Small
53033025702,G5300330025702,53,Washington,WA,King County,33,25702,2.860502834,-122.1646075,2,43,15,20,1,35,29,17,6,48,89,27,19,115,192,29,46,118,369,27,0.8035,3.8071,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,218,471,276,305,89977,85758,0.3631,425,734,415,546,583,991,0,113,466,555,122,14,Mixed,City - Small
53033025804,G5300330025804,53,Washington,WA,King County,33,25804,2.35834442,-122.1691705,2,43,18,14,7,52,42,13,8,101,102,39,13,87,147,32,33,104,291,23,0.2886,4.2887,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,199,352,250,405,83140,71225,0.3503,605,897,338,699,751,799,0,6,94,786,320,0,Mixed,City - Small
53033025805,G5300330025805,53,Washington,WA,King County,33,25805,2.427751624,-122.1937966,2,81,36,33,7,121,105,34,19,152,181,54,40,169,252,56,30,114,253,27,0.4553,9.0361,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,463,388,532,421,60061,58309,0.3458,584,1171,283,667,745,2769,12,264,917,397,214,0,Mixed,City - Small
53033025806,G5300330025806,53,Washington,WA,King County,33,25806,3.086973527,-122.2096906,2,66,38,26,8,104,86,37,15,100,87,21,15,109,189,22,59,149,484,38,0.55,8.3275,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,351,548,328,468,91389,77821,0.3699,477,1237,275,665,752,2033,25,301,445,612,216,96,Mixed,City - Small
53033026001,G5300330026001,53,Washington,WA,King County,33,26001,2.744887413,-122.236218,7,113,52,47,15,101,75,38,15,107,144,47,12,130,234,42,71,183,535,37,1.1465,12.6891,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,377,794,307,565,83219,73750,0.4076,997,1173,560,995,1088,1558,0,48,145,462,1195,193,Mixed,Suburban - Large
53033026002,G5300330026002,53,Washington,WA,King County,33,26002,2.768924115,-122.2283008,14,324,159,90,16,232,170,74,26,222,202,72,29,203,330,66,57,204,488,48,2.7885,32.336,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,741,836,579,938,50909,51154,0.4581,875,2338,313,1095,1156,4812,27,512,1196,626,469,264,Mixed,City - Small
53033026100,G5300330026100,53,Washington,WA,King County,33,26100,4.312848647,-122.2500975,13,326,146,102,19,211,175,55,11,132,160,46,32,182,281,64,45,158,292,32,3.317,32.5761,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,839,739,503,447,47281,46826,0.4713,931,1603,545,591,634,3155,103,117,331,1173,708,96,Mixed,Suburban - Large
53033026200,G5300330026200,53,Washington,WA,King County,33,26200,15.7695111,-122.243322,11,294,150,103,5,115,96,62,29,226,253,69,31,186,235,55,29,97,257,16,3.5416,30.003,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,1023,493,348,499,65265,46535,0.444,430,1278,235,488,506,3724,0,120,802,1207,137,97,Mixed,Suburban - Large
53033026300,G5300330026300,53,Washington,WA,King County,33,26300,5.215337052,-122.289226,1,48,26,19,1,25,35,5,3,58,55,18,7,31,57,6,13,46,83,10,0.4619,6.8428,87.6762795,Seattle City Light,Muni,648.2641436,61.20376003,0.094411762,,,,157,125,73,206,75667,55110,0.3722,218,406,152,220,202,398,19,84,89,154,141,74,Mixed,Suburban - Large
53033026400,G5300330026400,53,Washington,WA,King County,33,26400,5.079440195,-122.311855,9,293,142,99,13,194,166,72,36,261,251,67,30,156,229,48,19,72,160,23,1.688,26.2158,87.6762795,Seattle City Light,Muni,648.2641436,61.20376003,0.094411762,,,,938,657,303,488,47720,43487,0.3794,591,1399,241,770,738,3379,15,157,327,1100,663,124,Mixed,Suburban - Large
53033026500,G5300330026500,53,Washington,WA,King County,33,26500,1.995421651,-122.3374648,12,284,141,102,8,151,117,54,11,77,104,26,15,73,94,19,25,40,129,14,3.5784,30.241,87.6762795,Seattle City Light,Muni,648.2641436,61.20376003,0.094411762,,,,345,494,309,382,34800,29107,0.4815,529,1151,146,391,440,2648,99,560,257,142,274,198,Mixed,Suburban - Large
53033026600,G5300330026600,53,Washington,WA,King County,33,26600,1.160398853,-122.3632681,2,33,14,9,2,32,42,14,5,77,97,32,9,86,128,23,17,63,142,13,1.8314,5.3661,87.6762795,Seattle City Light,Muni,648.2641436,61.20376003,0.094411762,,,,152,184,190,327,62917,63799,0.3341,165,746,116,454,453,960,6,122,140,204,269,112,Mixed,Suburban - Large
53033027100,G5300330027100,53,Washington,WA,King County,33,27100,1.569798506,-122.2998374,4,121,86,47,10,121,88,40,7,81,76,27,14,85,91,27,25,69,159,17,3.9316,16.0676,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,413,328,197,276,55417,46250,0.4303,550,955,123,314,319,2082,9,185,237,334,279,170,Mixed,Suburban - Large
53033027200,G5300330027200,53,Washington,WA,King County,33,27200,3.409081052,-122.2811233,11,99,52,36,6,70,61,23,5,47,46,12,9,51,90,23,14,51,141,10,2.4913,11.0744,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,207,233,205,230,64000,50083,0.4196,145,664,151,355,353,1031,15,132,119,239,150,220,Mixed,Suburban - Large
53033027600,G5300330027600,53,Washington,WA,King County,33,27600,2.853268898,-122.3586129,5,65,33,38,21,178,163,68,14,154,104,37,16,91,122,32,31,122,329,33,0.4719,7.3257,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,377,554,276,481,46809,51944,0.4146,422,1485,261,545,537,3161,10,12,367,292,922,85,Mixed,Suburban - Large
53033027800,G5300330027800,53,Washington,WA,King County,33,27800,2.58302521,-122.3632611,0,67,24,16,4,37,34,19,9,77,87,24,10,82,136,26,53,124,449,34,1.2122,6.832,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,296,674,195,186,100398,89185,0.419,849,529,338,883,822,239,20,80,151,271,647,182,Mixed,Suburban - Large
53033027900,G5300330027900,53,Washington,WA,King County,33,27900,3.511625409,-122.3477364,11,309,144,131,28,204,171,79,22,200,229,79,41,205,341,60,69,184,479,42,4.7836,46.0946,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,1197,814,495,593,66147,52425,0.4225,935,1402,410,1037,1082,3059,40,309,593,849,1056,252,Mixed,Suburban - Large
53033028000,G5300330028000,53,Washington,WA,King County,33,28000,1.950998455,-122.3244685,9,163,95,69,10,115,80,30,7,133,145,50,19,121,144,29,16,60,102,13,2.4502,11.2858,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,412,388,350,287,47045,44127,0.4238,359,1145,112,103,123,3547,10,0,516,800,87,24,Mixed,Suburban - Large
