geoid,gisjoin,state_fips,state_name,state_abbr,county_name,county_fips,tract_fips,area_km2,centroid_x,very_low_mf_own_hh,very_low_mf_rent_hh,very_low_sf_own_hh,very_low_sf_rent_hh,low_mf_own_hh,low_mf_rent_hh,low_sf_own_hh,low_sf_rent_hh,mod_mf_own_hh,mod_mf_rent_hh,mod_sf_own_hh,mod_sf_rent_hh,mid_mf_own_hh,mid_mf_rent_hh,mid_sf_own_hh,mid_sf_rent_hh,high_mf_own_hh,high_mf_rent_hh,high_sf_own_hh,high_sf_rent_hh,very_low_mf_own_bldg_cnt,very_low_mf_rent_bldg_cnt,high_sf_rent_elep_hh,company_na,company_ty,avg_monthly_consumption_kwh,avg_monthly_bill_dlrs,dlrs_kwh,avg_pbi_usd_p_kwh,avg_cbi_usd_p_w,avg_ibi_pct,hh_size_1,hh_size_2,hh_size_3,hh_size_4,fam_med_income,hh_med_income,hh_gini_index,pop_over_65,pop_under_18,hu_monthly_owner_costs_lessthan_1000dlrs,hu_monthly_owner_costs_greaterthan_1000dlrs,hu_own,hu_rent,hu_vintage_2010toafter,hu_vintage_2000to2009,hu_vintage_1980to1999,hu_vintage_1960to1970,hu_vintage_1940to1959,hu_vintage_1939toearlier,climate_zone_description,locale
53063005000,G5300630005000,53,Washington,WA,Spokane County,63,5000,10.66341967,-117.3692761,0,124,106,104,0,56,44,27,0,67,109,48,2,50,162,30,13,79,628,41,0.5368,18.9301,100.997185,Avista Corp,IOU,895.7579186,86.44282301,0.096502438,,,,711,673,183,230,100227,57869,0.5303,721,643,288,526,532,1517,70,606,749,254,30,88,Cool,Rural - Fringe
53063010100,G5300630010100,53,Washington,WA,Spokane County,63,10100,399.5792222,-117.118621,0,26,37,37,1,53,64,32,1,84,125,47,3,63,218,45,25,128,1092,79,0,3.951,100.997185,Inland Power & Light Co,DistCoop,1437.848978,113.5130725,0.07894645,,,,527,865,462,422,81901,80000,0.3596,1111,1236,741,1171,1282,988,17,499,954,567,173,66,Cool,Rural - Distant
53063010201,G5300630010201,53,Washington,WA,Spokane County,63,10201,208.6579882,-117.2565608,0,83,63,54,1,46,38,18,2,71,114,46,0,50,149,21,10,80,517,27,0.266,11.1256,100.997185,Inland Power & Light Co,DistCoop,1437.848978,113.5130725,0.07894645,,,,324,643,242,278,66694,56813,0.4382,594,680,586,692,881,463,37,252,584,324,127,163,Cool,Rural - Distant
53063010202,G5300630010202,53,Washington,WA,Spokane County,63,10202,184.1419183,-117.254295,1,32,35,26,1,33,28,24,0,81,156,49,8,82,251,45,28,134,1198,83,0.5421,5.3586,100.997185,Avista Corp,IOU,895.7579186,86.44282301,0.096502438,,,,264,1118,334,730,96218,86950,0.3514,1043,1679,883,1401,1566,604,46,515,1293,300,115,177,Cool,Rural - Fringe
53063010303,G5300630010303,53,Washington,WA,Spokane County,63,10303,106.9461568,-117.4855389,0,15,17,26,0,19,22,9,2,40,69,22,1,40,107,31,11,62,534,42,0,1.9936,100.997185,Inland Power & Light Co,DistCoop,1437.848978,113.5130725,0.07894645,,,,153,516,209,273,83168,80125,0.3267,586,746,349,647,723,575,8,342,412,215,118,56,Cool,Rural - Distant
53057951000,G5300570951000,53,Washington,WA,Skagit County,57,951000,374.7954047,-121.9707762,1,45,54,65,1,30,44,21,3,32,91,26,5,29,145,34,7,49,275,29,0.2595,4.9232,87.948561,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,218,448,179,223,54706,50833,0.4039,473,555,496,352,485,684,17,108,309,248,152,234,Mixed,Rural - Distant
53057950100,G5300570950100,53,Washington,WA,Skagit County,57,950100,59.2475705,-122.6452962,0,28,19,27,0,18,23,3,0,18,42,8,0,9,35,5,1,10,120,4,0,2.8508,87.948561,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,145,208,25,31,62750,40481,0.4744,317,59,174,161,161,141,5,84,156,97,35,32,Mixed,Rural - Fringe
53031950500,G5300310950500,53,Washington,WA,Jefferson County,31,950500,161.5909352,-122.8545951,6,66,221,138,5,25,174,57,5,39,205,85,9,28,370,50,18,44,1005,92,1.8266,11.3677,85.079964,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,953,1522,249,328,65437,53227,0.4455,2273,791,1550,940,1159,1455,18,762,1357,696,126,93,Mixed,Rural - Fringe
53033025001,G5300330025001,53,Washington,WA,King County,33,25001,3.560007833,-122.1695034,0,45,31,20,4,66,62,28,6,62,72,24,9,73,150,27,90,190,696,63,0,4.9089,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,405,465,454,435,123140,110114,0.3485,734,1034,475,984,1000,769,71,53,491,1077,52,15,Mixed,Suburban - Large
53033029205,G5300330029205,53,Washington,WA,King County,33,29205,1.909134137,-122.2631215,4,114,49,47,12,139,158,45,7,130,175,53,32,201,284,59,42,145,331,31,1.9525,11.416,87.6762795,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,746,730,221,409,76875,61304,0.341,560,1053,417,729,852,2697,0,271,1681,126,20,8,Mixed,City - Midsize
53053072313,G5300530072313,53,Washington,WA,Pierce County,53,72313,2.55862241,-122.5174317,2,38,39,39,0,17,23,12,0,71,87,43,3,67,158,43,18,102,481,49,0.28,8.3998,118.314845,Tacoma Public Utilities,Muni,961.6362401,81.56651094,0.084820546,,,,376,572,169,276,95801,71968,0.385,553,859,310,788,800,691,0,426,398,547,14,8,Mixed,Suburban - Large
53053073126,G5300530073126,53,Washington,WA,Pierce County,53,73126,1.403616758,-122.3014935,0,5,7,8,0,17,26,16,2,60,109,54,3,52,110,24,12,68,410,36,0,0.9455,118.314845,Tacoma Public Utilities,Muni,961.6362401,81.56651094,0.084820546,,,,96,230,131,635,80483,75625,0.336,98,1653,181,653,724,991,0,941,85,24,10,32,Mixed,Suburban - Large
53053073200,G5300530073200,53,Washington,WA,Pierce County,53,73200,559.6200787,-122.1295397,3,162,129,121,4,103,87,57,4,148,235,97,6,131,319,81,20,95,559,64,1.3527,24.4746,118.314845,Ohop Mutual Light Co,DistCoop,1448.026106,124.8010188,0.086186995,,,,925,848,404,402,67679,51942,0.4197,1107,1290,878,981,1146,1543,47,449,1107,555,114,307,Mixed,Rural - Distant
53053940011,G5300530940011,53,Washington,WA,Pierce County,53,940011,3.748597783,-122.416007,0,16,14,17,0,19,27,23,2,38,55,28,1,48,120,41,39,109,870,69,0,3.1415,118.314845,Tacoma Public Utilities,Muni,961.6362401,81.56651094,0.084820546,,,,323,658,310,341,126442,106912,0.4008,710,781,322,1171,1100,328,3,107,1067,350,87,18,Mixed,City - Midsize
53059950100,G5300590950100,53,Washington,WA,Skamania County,59,950100,3599.134668,-121.9148285,0,0,0,0,0,2,8,3,0,1,3,2,1,1,7,1,0,1,23,2,0,0,112.602928,PUD No 1 of Skamania County,PSubdiv,1152.736457,104.3340154,0.09050986,,,,29,7,19,18,,66719,0.3605,5,36,13,44,44,31,0,13,58,2,0,0,Cool,Rural - Remote
53059950200,G5300590950200,53,Washington,WA,Skamania County,59,950200,349.8044648,-122.0846026,0,41,106,53,0,18,86,25,0,14,113,22,3,39,185,30,11,53,596,50,0,8.3924,112.602928,PUD No 1 of Skamania County,PSubdiv,1152.736457,104.3340154,0.09050986,,,,383,808,298,376,79853,67695,0.4691,799,1034,499,915,993,1021,6,553,647,402,140,117,Cool,Rural - Distant
53059950300,G5300590950300,53,Washington,WA,Skamania County,59,950300,82.12654612,-121.9380414,0,47,97,41,0,8,40,13,0,7,44,11,2,19,96,21,1,10,148,16,0.2592,9.7854,112.602928,PUD No 1 of Skamania County,PSubdiv,1152.736457,104.3340154,0.09050986,,,,354,265,109,97,66823,46458,0.4883,325,320,284,210,255,686,14,112,192,307,79,121,Cool,Rural - Distant
53059950400,G5300590950400,53,Washington,WA,Skamania County,59,950400,236.0905264,-121.6710835,1,12,42,17,1,19,76,27,0,22,89,24,2,14,85,28,1,18,170,20,0.2613,2.4703,112.602928,PUD No 1 of Skamania County,PSubdiv,1152.736457,104.3340154,0.09050986,,,,218,403,77,149,56250,48347,0.4199,377,443,393,202,283,700,2,127,301,212,147,58,Cool,Rural - Distant
53059950500,G5300590950500,53,Washington,WA,Skamania County,59,950500,93.87998277,-121.8887123,0,43,106,56,1,17,59,9,0,20,118,24,1,16,81,16,1,11,120,5,0.2694,8.0905,112.602928,PUD No 1 of Skamania County,PSubdiv,1152.736457,104.3340154,0.09050986,,,,303,307,118,157,46087,36205,0.4443,335,535,345,258,356,787,18,118,283,304,71,91,Cool,Rural - Distant
53061052104,G5300610052104,53,Washington,WA,Snohomish County,61,52104,48.53071202,-122.1657604,4,38,38,20,1,29,21,17,2,33,85,19,12,60,173,33,30,74,434,25,1.5337,4.3926,112.03983,PUD No 1 of Snohomish County,PSubdiv,906.2734052,87.34584868,0.096379137,,,,197,281,232,494,97083,88333,0.2988,248,1141,192,809,831,816,36,632,252,106,78,100,Mixed,Rural - Fringe
53061052105,G5300610052105,53,Washington,WA,Snohomish County,61,52105,54.60421558,-122.0913697,1,27,24,10,2,13,26,12,5,14,41,12,3,23,66,8,13,35,234,18,0.0984,3.7999,112.03983,PUD No 1 of Snohomish County,PSubdiv,906.2734052,87.34584868,0.096379137,,,,99,262,147,114,101364,89545,0.3707,307,290,178,370,345,200,7,97,169,251,21,77,Mixed,Suburban - Large
53061052107,G5300610052107,53,Washington,WA,Snohomish County,61,52107,12.46482974,-122.1557823,2,44,43,25,1,17,36,16,1,46,97,30,6,51,155,22,48,100,733,34,0.9825,5.2688,112.03983,PUD No 1 of Snohomish County,PSubdiv,906.2734052,87.34584868,0.096379137,,,,145,571,342,538,122202,116964,0.4098,469,1415,299,1035,1033,833,229,440,431,393,25,78,Mixed,Suburban - Large
53061052108,G5300610052108,53,Washington,WA,Snohomish County,61,52108,23.39976494,-122.1027574,6,98,101,65,1,31,31,20,3,45,123,28,16,97,249,50,59,114,806,47,0.918,11.8755,112.03983,PUD No 1 of Snohomish County,PSubdiv,906.2734052,87.34584868,0.096379137,,,,275,771,390,686,108611,91190,0.4505,606,1710,422,1421,1484,662,16,171,1042,628,150,115,Mixed,Suburban - Large
53061052112,G5300610052112,53,Washington,WA,Snohomish County,61,52112,14.76451517,-122.0715768,3,32,20,22,2,20,16,5,3,21,44,11,2,37,91,14,20,53,425,24,0.4606,3.6679,112.03983,PUD No 1 of Snohomish County,PSubdiv,906.2734052,87.34584868,0.096379137,,,,143,371,154,238,132500,113611,0.3931,339,517,190,617,634,230,9,100,581,194,10,12,Mixed,Suburban - Large
53061052118,G5300610052118,53,Washington,WA,Snohomish County,61,52118,11.23588736,-122.13196,2,71,67,42,2,40,52,18,8,42,105,29,15,76,311,41,79,146,1062,59,0.635,9.6609,112.03983,PUD No 1 of Snohomish County,PSubdiv,906.2734052,87.34584868,0.096379137,,,,379,721,461,835,122458,100991,0.3524,491,2222,298,1638,1669,1338,97,1156,598,350,114,81,Mixed,Suburban - Large
53061052203,G5300610052203,53,Washington,WA,Snohomish County,61,52203,16.23370718,-121.9800381,1,13,13,6,3,30,66,20,9,54,82,36,10,54,238,54,58,96,664,47,0.3607,2.9818,112.03983,PUD No 1 of Snohomish County,PSubdiv,906.2734052,87.34584868,0.096379137,,,,211,506,243,680,108661,100606,0.268,363,1761,221,1209,1231,706,8,631,622,327,14,38,Mixed,Suburban - Large
53061052206,G5300610052206,53,Washington,WA,Snohomish County,61,52206,52.20119458,-121.9407982,1,44,42,31,1,24,37,12,3,36,71,21,6,66,198,23,50,59,620,42,1.1537,6.0443,112.03983,PUD No 1 of Snohomish County,PSubdiv,906.2734052,87.34584868,0.096379137,,,,244,609,238,372,123571,101157,0.3852,461,943,283,1093,1085,324,63,455,681,165,16,83,Mixed,Rural - Fringe
53061052207,G5300610052207,53,Washington,WA,Snohomish County,61,52207,67.23587362,-121.8776741,1,62,50,38,2,18,51,20,8,73,144,34,22,77,235,36,46,84,726,36,0.6156,6.9571,112.03983,PUD No 1 of Snohomish County,PSubdiv,906.2734052,87.34584868,0.096379137,,,,240,752,268,609,104435,91932,0.378,588,1442,333,1289,1321,659,0,441,823,387,99,119,Mixed,Rural - Fringe
53061052301,G5300610052301,53,Washington,WA,Snohomish County,61,52301,40.00100982,-122.0187635,3,34,53,39,4,47,54,28,4,54,111,30,4,64,210,40,50,82,599,42,1.4744,4.9053,112.03983,PUD No 1 of Snohomish County,PSubdiv,906.2734052,87.34584868,0.096379137,,,,197,807,268,361,91128,91046,0.4019,539,670,361,1128,1190,376,18,251,805,436,67,56,Mixed,Rural - Fringe
53061052302,G5300610052302,53,Washington,WA,Snohomish County,61,52302,34.21095528,-122.0322088,1,26,24,10,2,34,43,20,7,57,92,13,12,55,184,33,37,61,477,21,0.5334,3.933,112.03983,PUD No 1 of Snohomish County,PSubdiv,906.2734052,87.34584868,0.096379137,,,,127,626,150,378,93917,90801,0.3464,610,1011,227,886,875,687,19,266,459,420,43,74,Mixed,Rural - Fringe
53061052502,G5300610052502,53,Washington,WA,Snohomish County,61,52502,14.42945772,-122.1184608,1,92,64,36,4,61,99,44,8,87,153,41,10,62,219,37,36,59,485,31,1.3251,11.2265,112.03983,PUD No 1 of Snohomish County,PSubdiv,906.2734052,87.34584868,0.096379137,,,,464,438,346,461,84779,71875,0.3899,722,1251,427,989,975,854,63,216,390,689,117,234,Mixed,Suburban - Midsize
53061052603,G5300610052603,53,Washington,WA,Snohomish County,61,52603,8.22134523,-122.0821335,0,17,9,13,2,38,35,13,1,33,72,20,7,46,148,35,16,32,188,9,0,2.9863,112.03983,PUD No 1 of Snohomish County,PSubdiv,906.2734052,87.34584868,0.096379137,,,,110,252,180,241,67409,70050,0.3353,159,758,102,408,389,930,24,125,219,195,109,111,Mixed,Suburban - Midsize
53061052606,G5300610052606,53,Washington,WA,Snohomish County,61,52606,14.15391448,-122.0523705,7,69,52,46,4,69,136,49,8,66,138,48,10,95,276,50,46,83,483,33,2.3101,7.6487,112.03983,PUD No 1 of Snohomish County,PSubdiv,906.2734052,87.34584868,0.096379137,,,,265,639,334,621,70263,68828,0.3723,461,1647,215,1010,1049,2244,9,376,1068,273,47,86,Mixed,Suburban - Midsize
53061052607,G5300610052607,53,Washington,WA,Snohomish County,61,52607,10.15619611,-122.0744985,0,19,33,21,2,50,66,23,5,56,91,27,15,76,247,36,56,112,765,59,0.5301,3.2297,112.03983,PUD No 1 of Snohomish County,PSubdiv,906.2734052,87.34584868,0.096379137,,,,227,441,441,762,109096,100378,0.3663,377,1993,215,1410,1446,953,78,898,533,307,7,48,Mixed,Suburban - Midsize
53061052709,G5300610052709,53,Washington,WA,Snohomish County,61,52709,20.14150721,-122.0985907,3,38,22,17,0,12,31,7,2,38,72,25,9,62,176,34,42,66,391,31,0.716,4.6781,112.03983,PUD No 1 of Snohomish County,PSubdiv,906.2734052,87.34584868,0.096379137,,,,132,475,195,339,95250,95875,0.3237,413,926,126,900,884,368,67,367,426,234,12,35,Mixed,Rural - Fringe
53061052904,G5300610052904,53,Washington,WA,Snohomish County,61,52904,3.554264523,-122.1518831,4,98,91,70,6,77,96,49,12,121,194,60,14,142,303,70,31,47,400,18,2.021,14.2501,112.03983,PUD No 1 of Snohomish County,PSubdiv,906.2734052,87.34584868,0.096379137,,,,547,480,352,629,71777,61386,0.449,628,1547,439,914,987,2125,0,222,1330,443,7,6,Mixed,Suburban - Midsize
53067012330,G5300670012330,53,Washington,WA,Thurston County,67,12330,3.170181852,-122.7532423,1,51,87,87,2,40,67,48,2,69,167,64,11,63,281,75,13,90,487,62,1.0779,9.7336,108.842395,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,646,684,211,369,65987,60673,0.3639,332,1089,287,542,630,2491,70,431,753,643,0,13,Mixed,Suburban - Midsize
53067012420,G5300670012420,53,Washington,WA,Thurston County,67,12420,89.01862174,-122.712182,0,34,55,53,3,19,43,20,1,33,88,29,3,54,166,50,10,81,628,67,0,7.1128,108.842395,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,269,660,436,219,89568,81250,0.3454,545,779,385,879,966,784,140,241,616,520,60,7,Mixed,Rural - Fringe
53067012510,G5300670012510,53,Washington,WA,Thurston County,67,12510,147.3964553,-122.4014763,0,56,77,70,0,23,24,22,1,26,79,29,4,44,162,32,8,38,316,35,0.7919,8.5934,108.842395,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,276,373,170,341,72333,61827,0.3931,334,898,403,615,767,545,9,526,495,130,0,0,Mixed,Rural - Distant
53067012520,G5300670012520,53,Washington,WA,Thurston County,67,12520,258.3424351,-122.6009454,2,118,151,117,0,54,112,79,6,102,226,105,7,109,317,87,9,106,655,75,2.4765,20.7159,108.842395,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,592,1262,269,558,66947,55011,0.4037,1245,1325,866,1254,1451,1550,44,563,1061,719,105,189,Mixed,Rural - Distant
53067012530,G5300670012530,53,Washington,WA,Thurston County,67,12530,68.47885207,-122.7190649,0,31,40,39,0,33,53,33,1,42,103,52,2,62,208,56,6,62,463,54,0.2665,6.8913,108.842395,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,203,608,273,395,72150,70525,0.3172,540,976,392,810,912,905,64,271,684,355,46,59,Mixed,Rural - Fringe
53067012610,G5300670012610,53,Washington,WA,Thurston County,67,12610,131.7716481,-122.867281,2,35,37,40,1,36,59,39,5,74,243,96,5,92,278,94,22,92,787,98,0.5324,6.3525,108.842395,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,391,966,430,567,79513,70781,0.3207,883,1316,559,1324,1385,1509,135,651,884,558,61,65,Mixed,Rural - Fringe
53067012730,G5300670012730,53,Washington,WA,Thurston County,67,12730,110.7213592,-123.0632492,3,50,88,58,1,66,111,69,4,74,248,92,6,104,389,91,10,58,407,42,0.9882,8.7214,108.842395,Puget Sound Energy Inc,IOU,867.0085847,96.37668294,0.11116001,,,,450,978,253,498,51834,54389,0.3767,853,1211,633,1045,1158,1348,0,834,761,347,185,52,Mixed,Rural - Fringe
53069950100,G5300690950100,53,Washington,WA,Wahkiakum County,69,950100,685.8908049,-123.4260003,0,17,77,106,0,19,83,26,0,7,193,26,0,2,270,20,0,7,509,19,0.2598,5.4773,111.868558,PUD No 1 of Wahkiakum County,PSubdiv,954.84626,90.558728,0.094841161,,,,491,800,188,237,52083,44485,0.4388,1169,640,917,435,633,907,58,326,383,324,293,332,Mixed,Rural - Distant
53001950400,G5300010950400,53,Washington,WA,Adams County,1,950400,3.396308745,-119.1663683,2,48,61,71,2,12,19,25,1,9,52,25,3,12,64,26,4,15,205,22,0.4115,11.7974,112.353578,Avista Corp,IOU,895.7579186,86.44282301,0.096502438,,,,196,212,61,421,46385,41522,0.418,289,1159,210,225,293,1388,17,139,174,329,215,16,Cool,Town - Distant
53003960100,G5300030960100,53,Washington,WA,Asotin County,3,960100,1348.555783,-117.1905109,2,35,66,41,2,16,62,22,1,41,121,27,0,43,135,43,11,60,679,53,0.814,6.5812,114.5321285,Avista Corp,IOU,895.7579186,86.44282301,0.096502438,,,,291,933,107,369,73250,66613,0.4078,966,851,836,599,751,857,43,345,558,472,106,176,Cool,Rural - Distant
53003960200,G5300030960200,53,Washington,WA,Asotin County,3,960200,297.5813594,-117.2662151,0,55,110,71,2,26,74,26,6,56,159,53,3,80,214,52,13,71,713,52,1.3692,12.0923,114.5321285,Clearwater Power Co,DistCoop,977.6134122,109.8816554,0.11239786,,,,570,1088,156,314,63531,52232,0.4335,1408,924,1052,685,832,924,0,327,612,759,197,233,Cool,Rural - Distant
53005010807,G5300050010807,53,Washington,WA,Benton County,5,10807,97.48686568,-119.4105296,1,15,8,4,0,9,5,2,1,14,29,6,0,16,32,6,1,19,151,7,0.2772,2.7463,116.9117125,PUD No 1 of Benton County,PSubdiv,1277.780352,103.5811112,0.081063315,,,,40,142,49,130,89167,66477,0.4206,100,366,110,217,252,142,11,165,125,24,0,36,Cool,Rural - Fringe
53005010814,G5300050010814,53,Washington,WA,Benton County,5,10814,94.92126823,-119.3107147,0,17,16,9,0,12,13,9,1,16,44,12,2,44,60,14,10,54,569,17,0.2736,3.2674,116.9117125,PUD No 1 of Benton County,PSubdiv,1277.780352,103.5811112,0.081063315,,,,144,424,175,283,119471,108478,0.4131,341,798,224,646,631,402,68,517,363,54,0,24,Cool,Rural - Fringe
53005011501,G5300050011501,53,Washington,WA,Benton County,5,11501,69.96614183,-119.0233538,3,76,95,40,0,69,54,20,2,85,166,31,7,104,280,46,20,124,764,38,0.8199,12.91,116.9117125,PUD No 1 of Benton County,PSubdiv,1277.780352,103.5811112,0.081063315,,,,385,794,558,515,65368,63571,0.3331,893,1681,1150,822,1193,883,15,278,544,1076,172,167,Cool,Suburban - Midsize
53005011503,G5300050011503,53,Washington,WA,Benton County,5,11503,84.70515151,-119.1329111,1,87,100,63,2,102,90,23,5,136,247,65,6,134,284,45,33,170,1345,59,0.2841,14.1071,116.9117125,PUD No 1 of Benton County,PSubdiv,1277.780352,103.5811112,0.081063315,,,,712,1389,280,959,89276,80212,0.4064,1558,2699,1257,1555,1758,1359,125,890,1378,934,0,13,Cool,Rural - Fringe
53005011600,G5300050011600,53,Washington,WA,Benton County,5,11600,1637.927797,-119.472161,1,4,3,4,0,13,17,9,1,24,38,11,0,14,34,5,4,12,104,6,0.2788,0.7617,116.9117125,Benton Rural Electric Association,DistCoop,1470.476836,125.2824075,0.085198491,,,,74,123,18,119,77708,56923,0.486,87,265,151,57,88,440,5,142,81,66,28,12,Cool,Rural - Distant
53007960500,G5300070960500,53,Washington,WA,Chelan County,7,960500,832.7017117,-120.5804528,6,54,112,59,1,24,27,13,6,35,130,80,13,105,287,79,21,131,758,89,1.4424,7.3143,61.310778,PUD No 1 of Chelan County,PSubdiv,1680.106738,54.31087335,0.032325847,,,,398,975,392,512,66613,61287,0.4376,972,1760,916,860,1008,1751,76,197,863,321,440,380,Cool,Rural - Distant
53007960600,G5300070960600,53,Washington,WA,Chelan County,7,960600,9.512857499,-120.4609159,1,53,107,72,1,41,55,22,4,55,74,32,4,47,179,46,17,74,366,63,1.3437,8.0327,61.310778,PUD No 1 of Chelan County,PSubdiv,1680.106738,54.31087335,0.032325847,,,,352,504,197,418,59981,53511,0.396,736,1104,486,364,485,1582,11,148,329,323,314,346,Cool,Rural - Fringe
53007960700,G5300070960700,53,Washington,WA,Chelan County,7,960700,143.6220249,-120.3340679,0,14,27,22,1,19,40,15,0,30,87,30,0,39,110,34,15,65,610,61,0,1.8985,61.310778,PUD No 1 of Chelan County,PSubdiv,1680.106738,54.31087335,0.032325847,,,,247,591,254,289,93125,79395,0.455,617,830,535,629,689,602,43,355,514,225,130,114,Cool,Rural - Fringe
53007960801,G5300070960801,53,Washington,WA,Chelan County,7,960801,25.19801265,-120.3831504,2,26,57,28,1,16,32,21,2,17,71,30,2,31,72,25,8,47,439,41,0.8129,4.4603,61.310778,PUD No 1 of Chelan County,PSubdiv,1680.106738,54.31087335,0.032325847,,,,332,303,228,201,96985,65862,0.4448,683,651,473,508,652,296,30,310,526,104,57,37,Cool,Rural - Fringe
53007961200,G5300070961200,53,Washington,WA,Chelan County,7,961200,320.7472681,-120.2623221,0,21,54,34,3,33,53,27,7,40,113,39,4,46,147,50,17,99,482,63,0.2668,2.4511,61.310778,PUD No 1 of Chelan County,PSubdiv,1680.106738,54.31087335,0.032325847,,,,264,670,143,423,60139,58182,0.3968,544,1169,562,610,831,1161,21,234,586,406,46,207,Cool,Rural - Fringe
53007961301,G5300070961301,53,Washington,WA,Chelan County,7,961301,16.71169039,-120.3779161,0,9,22,9,0,7,15,7,1,11,33,7,1,18,57,13,4,22,233,22,0.2717,1.95,61.310778,PUD No 1 of Chelan County,PSubdiv,1680.106738,54.31087335,0.032325847,,,,192,209,44,89,92935,68879,0.4421,278,362,201,250,307,126,5,53,197,219,60,0,Cool,Rural - Fringe
53007961302,G5300070961302,53,Washington,WA,Chelan County,7,961302,27.30259049,-120.3987632,2,72,150,83,2,67,112,46,3,76,239,88,8,93,298,77,42,130,912,102,0.8155,10.6943,61.310778,PUD No 1 of Chelan County,PSubdiv,1680.106738,54.31087335,0.032325847,,,,774,1001,602,546,64042,53780,0.4601,1406,1793,838,1132,1327,2301,23,451,959,741,657,92,Cool,Rural - Fringe
53013960200,G5300130960200,53,Washington,WA,Columbia County,13,960200,2262.356774,-117.9078813,0,28,125,90,0,22,88,40,0,20,196,49,0,21,226,47,0,14,504,34,0,3.3465,116.390592,Columbia Rural Electric Association Inc,DistCoop,1197.178668,131.7629687,0.11006124,,,,460,821,190,215,50205,38581,0.4608,1023,765,830,413,582,1001,44,95,194,344,339,670,Cool,Rural - Fringe
53017950100,G5300170950100,53,Washington,WA,Douglas County,17,950100,2214.831158,-119.5523636,0,37,109,39,2,39,92,28,5,94,263,71,8,58,266,56,18,62,409,52,1.339,7.0523,64.423015,PUD No 1 of Douglas County,PSubdiv,2177.060502,64.33790052,0.029552647,,,,389,822,183,703,49116,44818,0.3988,828,1910,906,345,652,2849,10,204,557,687,370,269,Cool,Rural - Remote
53017950200,G5300170950200,53,Washington,WA,Douglas County,17,950200,2349.486242,-119.7785805,0,31,65,24,1,12,49,14,2,38,138,29,5,31,147,19,6,30,248,11,1.0672,6.1544,64.423015,PUD No 1 of Douglas County,PSubdiv,2177.060502,64.33790052,0.029552647,,,,300,411,164,253,50676,44500,0.3755,465,808,471,281,467,1177,17,26,214,235,152,484,Cool,Rural - Distant
53017950300,G5300170950300,53,Washington,WA,Douglas County,17,950300,193.8649276,-120.1522139,1,31,98,44,3,49,90,28,5,84,266,52,6,56,242,58,15,62,505,25,0.5504,5.1322,64.423015,PUD No 1 of Douglas County,PSubdiv,2177.060502,64.33790052,0.029552647,,,,296,965,381,515,47868,43813,0.3955,966,1583,969,757,1076,1384,49,386,611,778,230,103,Cool,Suburban - Small
53063010401,G5300630010401,53,Washington,WA,Spokane County,63,10401,28.17142317,-117.5907196,3,129,101,96,0,61,70,39,1,76,135,48,3,62,130,37,11,44,273,31,0.9337,21.8787,100.997185,Avista Corp,IOU,895.7579186,86.44282301,0.096502438,,,,353,625,173,301,39659,36532,0.4094,476,958,367,401,514,1867,123,644,329,277,79,0,Cool,Suburban - Large
53063010402,G5300630010402,53,Washington,WA,Spokane County,63,10402,454.9448759,-117.6926004,0,65,59,49,0,61,63,36,5,106,202,50,1,79,250,47,24,129,1110,75,0.2668,8.9984,100.997185,Inland Power & Light Co,DistCoop,1437.848978,113.5130725,0.07894645,,,,399,1045,439,670,76235,70019,0.3797,1103,1836,1022,1217,1527,834,46,662,994,635,147,69,Cool,Rural - Distant
53063010800,G5300630010800,53,Washington,WA,Spokane County,63,10800,1.239570064,-117.408374,1,71,48,73,1,50,55,29,5,49,70,27,1,26,86,11,11,28,180,12,0.1078,11.7287,100.997185,Avista Corp,IOU,895.7579186,86.44282301,0.096502438,,,,291,310,138,138,56250,33274,0.432,225,478,154,177,242,1120,0,9,196,421,207,44,Cool,Suburban - Large
53071920400,G5300710920400,53,Washington,WA,Walla Walla County,71,920400,2.316679727,-118.3684481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,110.139943,PacifiCorp,IOU,1208.968667,106.3318784,0.087952551,,,,0,0,4,0,,,,55,12,4,0,0,0,0,0,0,0,4,0,Cool,City - Small
